user_id,item_list
8726,725 725 725 17955
8727,15119 10227 7608 17955
8728,17181 8854 17330 17955
8729,5142 2301 4489 17955
8730,189 192 11395 17955
8731,192 192 184 8638
8732,17864 17864 3971 17955
8733,4720 4630 4717 17955
8734,5118 8668 12484 17955
8737,5508 5508 5250 17955
8738,4671 4034 10868 17955
8739,5113 6289 5549 17955
8740,11734 11734 9357 17955
8741,5561 5561 6498 17955
8742,8481 6292 4853 17955
8743,18316 6659 6716 17955
8744,6793 6793 4139 17955
8745,4844 6018 8935 17955
8746,7441 4279 13477 17955
8747,9477 9477 10054 17955
8748,4713 9477 5880 17955
8749,8308 8308 8307 17955
8751,4689 197 4710 17955
8753,6285 15015 7889 17955
8754,5195 4691 4691 17955
8755,197 194 184 17955
8756,3565 7659 7659 8638
8757,18094 18095 17352 17955
8759,3251 13325 3250 17955
8760,18148 15801 525 17955
8761,3556 8179 7535 17955
8762,127 8179 5683 17955
8763,8308 8308 8307 17955
8764,4671 4127 4781 17955
8765,5433 4038 9239 17955
8766,11734 11734 6797 17955
8767,4634 4658 3633 17955
8768,9092 9092 10571 17955
8769,8516 8516 619 17955
8770,18494 18494 18494 17955
8771,7661 3624 11073 17955
8772,127 127 3983 17955
8773,5143 5143 4826 17955
8774,8702 16975 5344 17955
8775,4638 8481 5208 17955
8776,3252 8565 3252 17955
8777,5192 5192 10174 17955
8778,5095 3938 248 17955
8779,5074 737 737 17955
8780,10141 3806 5042 17955
8782,6260 316 10389 17955
8784,3407 4082 4083 17955
8785,7659 7659 6205 17955
8786,14244 14244 15267 17955
8787,11834 823 15822 17955
8788,7139 16659 16659 17955
8789,6798 6798 10660 17955
8790,2268 5645 153 8638
8791,15120 15120 15120 17955
8792,5296 10227 746 17955
8793,18494 18494 18494 17955
8794,7496 3898 7495 17955
8795,4019 4019 17348 17955
8796,4976 4630 4976 17955
8797,18494 18494 18494 17955
8798,4634 4634 4634 17955
8799,3565 8666 6696 8638
8800,18098 18098 18095 17955
8801,5714 5714 5654 17955
8802,9477 8564 9477 17955
8803,10068 10068 5121 17955
8804,3876 4034 3874 17955
8805,6531 18302 14674 17955
8806,3806 3806 10595 17955
8807,7199 9303 3975 17955
8808,14177 4034 7659 17955
8810,189 189 186 17955
8811,8523 5562 6295 17955
8812,11456 11906 6037 17955
8813,189 194 814 17955
8814,4687 6289 6463 17955
8815,6880 2736 2725 17955
8816,10466 10466 4547 17955
8817,4658 4658 4977 17955
8818,6692 13802 10272 17955
8819,735 735 4494 17955
8820,12259 3569 7456 17955
8822,7366 15057 17668 17955
8823,4666 17951 4665 17955
8824,4747 5645 4301 17955
8825,161 161 161 17955
8826,15101 3572 5446 17955
8827,18494 18494 18494 17955
8828,4194 4194 4194 17955
8829,4658 4658 16972 17955
8830,5297 4630 9521 8638
8831,8858 8853 6716 17955
8832,18494 18494 18494 17955
8833,18300 5516 18300 17955
8834,5174 16303 15597 17955
8835,8534 8214 8217 8638
8836,3572 3572 5937 17955
8837,10194 8668 649 17955
8838,16643 4927 12986 17955
8839,12357 12358 12358 17955
8840,521 10227 666 17955
8841,5142 6404 4489 17955
8842,3978 5034 16409 17955
8843,7334 15800 7331 17955
8844,18494 18494 18494 17955
8845,3565 3565 7688 17955
8846,3902 3902 5199 17955
8847,9203 9206 9200 17955
8848,18494 18494 18494 17955
8849,9093 9093 9094 17955
8850,18494 18494 18494 17955
8851,18494 18494 18494 17955
8852,4702 5645 5947 17955
8853,12424 5508 17594 17955
8854,7888 5645 527 17955
8855,521 521 16462 8638
8856,521 4280 12111 17955
8857,15102 12469 4519 17955
8858,127 127 4004 17955
8860,7443 7443 7615 17955
8861,14637 10232 13651 17955
8862,8009 5626 8012 17955
8863,4984 4985 4984 17955
8864,10067 10067 8244 17955
8867,8195 1534 17541 17955
8868,3898 3898 7659 17955
8869,3806 3806 3806 17955
8871,6296 5113 4754 17955
8872,189 187 12241 17955
8873,5007 4629 5042 17955
8874,4691 4691 6175 17955
8875,4280 4280 5281 17955
8876,13297 13297 9539 17955
8877,6817 4446 6817 17955
8878,189 189 186 17955
8880,16661 4127 6221 17955
8881,4657 4657 4658 17955
8883,4983 4983 4983 17955
8884,18494 18494 18494 17955
8885,9093 5645 527 17955
8886,5012 16176 5012 17955
8887,17868 8204 12527 17955
8888,5887 5143 132 17955
8889,8179 8179 8179 17955
8890,10068 10068 3865 17955
8891,4747 4747 3657 17955
8892,17405 2955 1709 17955
8893,6545 4437 8231 17955
8894,15398 15398 4691 17955
8895,18494 18494 18494 17955
8896,18494 18494 18494 17955
8897,3566 3566 8307 17955
8898,18494 18494 18494 17955
8899,17594 10232 5142 17955
8900,7884 8534 7591 17955
8901,16376 1262 7244 17955
8902,9126 9126 6950 17955
8903,7496 6292 3536 17955
8904,17556 3024 3286 17955
8905,4279 4279 1769 17955
8906,4634 4634 4634 17955
8907,5523 4361 5344 17955
8908,4657 4657 4285 17955
8909,197 5645 184 17955
8910,3565 3565 7596 17955
8911,18494 18494 18494 17955
8913,18494 18494 18494 17955
8914,4281 189 1146 17955
8915,5191 4687 4519 8638
8916,8666 8666 12186 17955
8917,5724 6528 8839 17955
8918,12646 8668 8668 17955
8919,160 160 160 17955
8920,15114 15114 4489 17955
8921,5679 14852 6105 17955
8922,4696 4687 4696 17955
8923,7495 10068 5061 8638
8924,5508 5508 7659 17955
8925,10591 14740 14784 17955
8926,15801 15801 4492 17955
8927,4357 17791 12069 17955
8928,7455 7455 7456 17955
8929,10068 10068 9050 17955
8930,15691 6109 8893 17955
8931,3629 5225 4118 17955
8932,189 192 195 17955
8933,18094 5297 18099 17955
8934,5204 5204 5204 17955
8935,3591 14196 12250 17955
8936,18494 18494 18494 17955
8937,4755 4755 5123 17955
8938,6798 6798 5008 17955
8940,6924 7671 17809 17955
8942,18494 18494 18494 17955
8945,3533 3527 3526 8638
8948,9422 17773 2420 17955
8949,18494 18494 18494 17955
8950,4778 4159 5140 17955
8951,7495 7495 4301 17955
8952,18494 18494 18494 17955
8954,18494 18494 18494 17955
8955,725 725 725 17955
8956,17083 10795 8712 17955
8957,8535 8535 8535 17955
8958,2272 8179 8179 17955
8959,6528 6528 6167 17955
8960,189 189 195 17955
8961,4702 9461 11310 17955
8962,725 725 17866 17955
8963,14931 2705 4554 17955
8964,17968 16396 8046 17955
8965,3565 3565 14120 17955
8966,4768 4768 4768 17955
8967,7336 4033 5198 17955
8968,10068 10068 17594 17955
8969,3565 3565 6279 17955
8970,17835 17835 13367 17955
8971,18494 18494 18494 17955
8972,18494 18494 18494 17955
8973,17748 3898 48 17955
8975,5192 5192 17589 17955
8976,126 5143 14886 17955
8977,5562 5562 17785 17955
8978,3572 3572 3642 17955
8979,5434 6430 8453 17955
8980,18494 18494 18494 17955
8981,8309 8309 8309 17955
8982,18494 18494 18494 17955
8983,3353 7226 15016 17955
8984,15801 15801 5550 17955
8985,18494 18494 18494 17955
8986,16186 12469 3994 17955
8987,11261 8414 6175 17955
8988,4190 4034 4189 17955
8989,145 145 8855 17955
8990,5562 5562 5751 17955
8992,15120 15120 5554 17955
8993,5433 5433 10174 17955
8994,12469 12469 8668 17955
8995,3565 3565 5926 17955
8996,7607 6528 7608 17955
8998,17870 8478 8961 17955
8999,8858 5113 6716 17955
9000,18494 18494 18494 17955
9001,18100 18095 18099 17955
9002,8445 9714 10054 17955
9004,8565 8565 15683 17955
9005,13182 7584 6111 17955
9006,5952 5678 1389 17955
9007,15892 5645 17956 8638
9008,4652 2786 13524 17955
9009,17957 17957 5541 17955
9010,18494 18494 18494 17955
9011,9093 8638 6206 8638
9012,8347 8306 15956 17955
9013,18023 5752 9451 17955
9014,8668 8668 8668 17955
9015,2232 2232 5753 17955
9016,16162 15102 9162 8638
9017,13669 4280 13671 17955
9018,18494 18494 18494 17955
9019,14319 11733 6830 17955
9020,9303 9303 13092 17955
9021,3592 3844 16210 17955
9022,18494 18494 18494 17955
9023,10596 5457 10595 17955
9024,4713 5133 5943 17955
9025,4785 5297 17833 17955
9027,18494 18494 18494 17955
9028,18121 3601 4817 17955
9030,6793 6793 7478 17955
9031,4209 6218 11899 17955
9032,8635 8635 5654 17955
9034,4844 6018 6154 17955
9035,189 189 5351 17955
9036,4294 17729 4294 17955
9038,5430 14503 10008 17955
9039,18494 18494 18494 17955
9040,4702 145 6170 17955
9041,11301 11301 4914 17955
9042,4127 4127 3076 17955
9043,5232 5139 10524 17955
9044,18494 18494 18494 17955
9045,6374 3991 5007 17955
9046,5192 5192 7591 17955
9047,11456 4169 6037 17955
9048,5562 5562 2947 17955
9049,3842 3842 7492 17955
9050,4124 4124 4140 17955
9051,16532 8186 16533 17955
9052,15907 735 17582 17955
9053,4081 11972 16584 17955
9054,5433 8186 16834 17955
9055,3566 3566 15471 8638
9056,5192 3654 5194 17955
9057,8523 8523 3561 17955
9058,7495 7495 16309 17955
9059,4727 5112 4726 17955
9060,1277 12916 11087 17955
9061,18494 18494 18494 17955
9062,3807 3807 5888 17955
9063,15120 15120 3840 17955
9064,4693 5297 5867 17955
9065,4723 7495 4794 17955
9066,4279 4279 7189 17955
9067,3565 3565 3807 17955
9068,5139 5139 5177 17955
9069,192 192 186 17955
9070,11734 11734 3617 17955
9071,17870 4346 8897 17955
9073,14867 9446 4453 17955
9075,4124 4124 5573 17955
9076,3537 8668 15424 17955
9078,18494 18494 18494 17955
9079,4722 4722 4725 17955
9080,192 192 7121 17955
9081,18234 4346 18234 17955
9082,379 18096 8349 17955
9083,8214 3105 368 17955
9084,4127 4127 4127 17955
9085,4124 4034 5571 17955
9086,5606 5561 18099 17955
9087,4437 5672 4695 17955
9088,6972 15503 9377 17955
9089,5176 3807 18323 17955
9090,7496 9303 5393 17955
9091,18494 18494 18494 17955
9092,17600 7642 15781 17955
9093,162 6404 6846 17955
9094,521 9446 4301 17955
9095,18494 18494 18494 17955
9096,7588 8008 5532 17955
9097,14652 3151 5836 17955
9098,8420 14524 8653 17955
9099,7496 4018 7492 17955
9100,3593 8404 7490 17955
9101,5192 5192 9050 17955
9102,5509 17148 9108 17955
9103,18494 18494 18494 17955
9104,4658 4658 6714 17955
9105,4948 6793 4948 17955
9107,3807 3807 3807 17955
9108,7496 3898 5938 17955
9109,15102 15102 7608 17955
9110,8569 8179 8566 17955
9111,3085 17080 10638 17955
9112,3565 3565 4930 17955
9113,17596 5192 17596 17955
9115,3901 3901 9476 17955
9116,9206 9206 9437 17955
9117,18494 18494 18494 17955
9118,197 197 197 17955
9120,10067 10067 7258 17955
9121,15222 15222 15222 17955
9122,7198 4630 8417 17955
9123,17767 6485 6015 17955
9124,18153 17558 15222 17955
9125,725 12469 5564 17955
9126,18494 18494 18494 17955
9127,8519 10067 4829 8638
9128,15101 4361 14448 17955
9129,15120 7581 15120 17955
9130,4513 8731 5148 17955
9131,10074 4361 10013 17955
9132,231 231 16175 17955
9133,4638 6289 6206 17955
9134,5650 5650 5654 17955
9135,18153 18153 5198 17955
9136,18494 18494 18494 17955
9138,4010 5920 5341 17955
9139,8515 8515 1464 17955
9140,14429 7287 3908 17955
9141,5562 5562 7252 17955
9142,15228 9477 708 17955
9143,3807 3807 5221 17955
9145,5817 3633 6158 17955
9147,17836 17836 8979 17955
9148,3876 3566 8011 17955
9149,3963 16103 4625 17955
9150,18494 18494 18494 17955
9151,6203 6292 6205 17955
9152,4527 12469 4525 17955
9153,2846 3972 4817 17955
9154,9014 8160 18494 17955
9155,3807 3807 7825 17955
9156,5682 189 2722 17955
9157,16219 3971 6279 17955
9158,15114 15114 15114 17955
9159,4666 10914 17383 17955
9160,10401 15908 6631 17955
9161,4703 4703 5193 17955
9162,8873 13983 8873 17955
9163,4034 4034 4035 17955
9164,725 725 5554 17955
9165,18494 18494 18494 17955
9166,4728 6404 5943 17955
9167,16211 16175 3057 17955
9168,18360 11734 13263 17955
9169,4658 6654 4729 17955
9170,3566 3566 5618 17955
9171,4346 4346 16185 17955
9172,14780 7594 10024 17955
9173,18494 18494 18494 17955
9174,5133 8666 16775 17955
9175,4717 8668 18255 17955
9176,10642 4786 11109 17955
9177,8203 17909 8526 17955
9178,11733 9303 4718 17955
9179,6528 7581 5654 17955
9180,11733 11733 11735 17955
9181,1943 1943 1943 17955
9182,11300 8186 6028 17955
9183,4634 4634 8956 17955
9184,4279 4279 6158 17955
9185,2301 8186 4198 17955
9186,11896 6018 8081 17955
9187,5742 8694 5738 17955
9188,8535 8535 5926 17955
9189,15120 15120 1889 17955
9190,15385 11624 18494 17955
9191,5175 4691 18352 17955
9192,2775 4361 17560 8638
9193,4770 4770 5708 17955
9194,160 160 160 17955
9195,12646 8668 16184 17955
9196,17989 5645 7197 17955
9197,3572 8668 8839 17955
9198,6207 6391 7253 17955
9199,10067 10067 587 17955
9200,10155 11218 1451 17955
9201,521 521 643 17955
9202,18234 4446 18232 17955
9203,18230 10067 18145 17955
9204,3565 3565 3573 17955
9205,4123 4193 4140 17955
9206,4130 15583 4201 17955
9207,8306 8306 5143 17955
9208,725 725 7492 17955
9209,4703 4703 5364 17955
9210,189 194 4541 17955
9211,18494 18494 18494 17955
9212,4944 1075 3393 17955
9213,10010 7824 10008 17955
9214,5921 5921 5920 17955
9215,10785 7031 3670 17955
9216,8565 735 3848 17955
9217,4287 6798 10283 8638
9218,18494 18494 18494 17955
9219,18494 18494 18494 17955
9220,3901 3901 15304 17955
9221,18494 18494 18494 17955
9222,18235 3566 12356 17955
9223,4396 18185 16578 17955
9224,3942 3372 13180 17955
9225,3565 3565 5358 17955
9226,5725 5554 15514 17955
9227,3807 3807 12464 17955
9228,160 8666 160 17955
9229,4702 4704 8856 17955
9230,9563 5297 1654 17955
9231,18494 18494 18494 17955
9232,11834 5297 844 17955
9233,8567 4410 12186 17955
9234,18494 18494 18494 17955
9236,18494 18494 18494 17955
9237,18196 10810 8536 17955
9239,18494 18494 18494 17955
9240,3509 4100 2042 17955
9241,18143 2301 8417 17955
9242,192 192 9426 17955
9243,8445 194 10054 17955
9245,4420 4418 9824 17955
9246,5875 233 8997 17955
9247,8666 8666 15626 17955
9248,4658 4658 10290 17955
9249,3565 4280 3865 17955
9250,10846 10846 8916 17955
9251,10813 735 7623 17955
9252,5190 5192 4482 17955
9253,1149 8186 7019 17955
9254,4964 5327 9314 17955
9256,18494 18494 18494 17955
9257,3566 3566 8468 17955
9258,8565 8565 13519 17955
9259,6356 1212 5278 17955
9260,18494 5734 14458 17955
9262,5431 14503 5431 17955
9263,14879 17335 8629 17955
9264,8666 8666 4766 17955
9265,5194 5194 5194 8638
9266,8445 8635 4503 17955
9267,3842 1943 7492 17955
9268,6289 10563 9404 17955
9269,3626 4034 17558 17955
9270,15892 3756 17956 8638
9271,10163 4127 6209 17955
9272,2938 16661 4085 17955
9273,9206 4034 8392 17955
9274,15235 9046 3620 17955
9275,3877 3877 3876 17955
9276,197 194 4654 17955
9277,9092 4629 5649 17955
9278,5253 4280 18099 17955
9279,4279 4279 7456 17955
9280,8857 10161 8855 17955
9282,4977 4977 4977 17955
9283,4790 5645 4789 17955
9284,4654 5196 4738 17955
9285,4637 5508 5250 17955
9286,574 566 8876 17955
9287,725 192 9828 17955
9288,7441 3806 10662 17955
9289,18235 18235 18233 17955
9290,18494 18494 18494 17955
9291,2301 5297 4481 17955
9293,7336 10068 7331 17955
9294,18494 18494 18494 17955
9295,4019 4019 17956 8638
9296,4280 4280 4729 17955
9297,18494 18494 18494 17955
9298,18494 18494 18494 17955
9299,15119 4446 12955 17955
9300,4229 10227 11310 17955
9301,14586 13035 18494 17955
9302,15799 15799 15799 17955
9303,18494 18494 18494 17955
9304,735 15908 5614 17955
9305,5189 5189 5876 17955
9306,15228 15227 15231 17955
9307,18494 18494 18494 17955
9308,3977 8731 4493 17955
9309,6794 6798 11227 17955
9312,7496 5522 9596 17955
9313,17580 6824 17589 17955
9314,7883 5113 7886 17955
9315,5274 4844 8926 17955
9316,7657 7657 7657 17955
9317,189 5297 6830 17955
9318,1944 1944 16687 17955
9319,3529 5034 3528 17955
9320,18494 18494 18494 17955
9321,4657 4657 10313 8638
9322,18494 18494 18494 17955
9324,16186 16186 11163 17955
9325,8569 8569 11252 17955
9326,13837 735 10949 17955
9327,145 3898 132 17955
9328,4640 4640 4665 17955
9329,3529 3529 1479 17955
9330,7329 7329 2828 17955
9331,18494 18494 18494 17955
9332,11220 11220 16377 17955
9333,18148 17733 6953 17955
9334,192 192 184 17955
9335,9205 3898 3884 17955
9336,15243 3517 4712 17955
9337,4702 4704 8299 17955
9338,5280 3541 15627 17955
9339,18494 18494 18494 17955
9340,8470 2513 3987 17955
9341,189 187 186 17955
9342,18494 18494 18494 17955
9343,16176 16293 5651 17955
9344,16099 8179 16841 17955
9345,16186 17558 13709 17955
9347,5143 6648 8873 17955
9348,5191 8414 7179 17955
9349,18494 18494 18494 17955
9350,532 12355 526 17955
9351,9260 9260 4481 17955
9352,4658 4658 9077 17955
9353,18494 18494 18494 17955
9354,9203 4123 9203 17955
9355,3807 3807 3807 17955
9357,5189 8308 8307 17955
9358,4657 4658 195 17955
9359,7478 9362 7478 17955
9360,9203 9206 5926 17955
9361,16096 2513 4988 17955
9362,18494 18494 18494 17955
9363,3565 3565 5943 17955
9365,12516 2736 8388 17955
9366,17661 3720 5290 17955
9367,17928 4176 5143 17955
9369,13206 13206 4554 17955
9370,15222 9448 5877 17955
9371,5175 5175 12842 17955
9372,5430 7494 5541 17955
9373,4748 9229 5594 17955
9375,3566 3566 10272 17955
9377,4657 6404 3534 8638
9378,4771 4771 4794 17955
9379,11394 6276 5209 17955
9380,12490 16199 9563 17955
9381,18156 5114 9082 17955
9382,8445 4844 5041 17955
9383,3527 8308 3536 17955
9384,5297 5297 14901 17955
9385,17041 5297 6649 17955
9386,11214 3898 16083 17955
9387,10141 12389 13626 17955
9388,3901 3901 5622 17955
9389,7490 4691 18294 17955
9390,3565 3565 4254 17955
9391,11074 12201 5475 17955
9392,15119 15102 4832 17955
9393,4634 4634 11101 17955
9395,18494 18494 18494 17955
9396,5672 7659 5683 17955
9397,15707 3898 4729 17955
9398,11395 8481 246 17955
9399,15275 2058 8158 17955
9400,618 618 618 17955
9401,724 724 3804 17955
9402,7901 11222 6386 17955
9403,4527 4527 7606 17955
9404,13960 8969 7943 17955
9405,9203 9206 9202 17955
9406,18494 18494 18494 17955
9407,4795 4792 13824 17955
9408,4191 6244 16187 17955
9409,2378 2400 4119 17955
9410,16850 16866 16852 17955
9411,18494 18494 18494 17955
9412,14972 11224 16469 17955
9413,9092 12469 4221 17955
9414,6638 6824 10986 17955
9415,18494 18494 18494 17955
9416,5897 5897 6498 17955
9417,1944 735 9240 17955
9419,5726 4630 5726 17955
9420,10068 10068 4826 17955
9422,11733 11733 1789 17955
9423,4658 4658 6386 17955
9424,9092 8414 14095 17955
9425,5190 5190 11725 17955
9426,3568 11191 587 17955
9427,4658 4658 4658 17955
9428,4394 6136 6136 17955
9429,17790 17790 8243 17955
9430,18494 18494 18494 17955
9431,18150 18150 4963 17955
9432,7335 7335 7335 17955
9433,18494 18494 18494 17955
9434,5645 5645 13190 17955
9435,11834 5645 14901 17955
9436,4660 3852 5936 17955
9437,14617 197 5194 17955
9438,18158 9228 228 17955
9439,15801 15801 5550 17955
9440,15746 13054 9077 17955
9442,18494 18494 18494 17955
9443,6793 5297 8393 8638
9444,4568 4568 11815 17955
9446,1789 15600 14552 17955
9447,7495 7495 13391 17955
9448,18494 18494 18494 17955
9449,4279 4279 5281 17955
9450,76 76 14109 17955
9451,4069 3488 6154 17955
9452,4279 4279 5258 17955
9453,10076 5361 10352 17955
9455,18494 18494 18494 17955
9456,6798 6798 6821 17955
9457,3252 3568 7607 17955
9458,18494 18494 18494 17955
9459,9229 9014 5532 17955
9460,3565 15101 4479 17955
9461,8874 5297 7492 8638
9462,484 7353 10184 17955
9463,7493 7493 7492 17955
9464,18098 18098 3562 8638
9465,5174 17598 15597 17955
9467,3290 4410 8640 17955
9468,6123 12916 16079 17955
9469,5714 3450 8742 17955
9470,4747 5508 5250 17955
9471,18494 18494 18494 17955
9473,4984 189 4984 17955
9474,192 192 187 17955
9475,15101 6530 5399 17955
9476,7883 5297 7179 17955
9477,6555 8186 8712 17955
9479,6798 6798 18145 17955
9480,6888 8481 8157 17955
9481,529 528 6297 17955
9482,6888 3806 7830 17955
9483,7326 11222 4455 17955
9484,5142 8638 5142 17955
9485,18494 18494 18494 17955
9486,7883 5297 18184 17955
9487,5603 3970 5670 17955
9488,5508 5508 3804 17955
9489,5401 16470 3605 17955
9490,10141 8186 1902 17955
9491,16292 16292 16183 17955
9492,7380 7640 1047 17955
9495,8309 8309 4482 17955
9498,8445 4844 5662 17955
9499,18150 4280 18170 17955
9500,6202 8478 7034 17955
9501,18494 18494 18494 17955
9502,4976 4976 18416 17955
9503,1065 12764 14078 17955
9504,5514 17352 18494 17955
9505,18494 18494 18494 17955
9507,1381 11393 248 17955
9508,4634 3806 5269 17955
9509,15301 9509 1296 17955
9510,7657 7659 7657 17955
9511,145 8666 15232 17955
9512,18494 18494 18494 17955
9513,520 520 520 17955
9514,6778 7310 6445 17955
9516,5143 5143 15421 17955
9517,18494 18494 18494 17955
9518,8478 8481 14311 17955
9519,5193 2301 5193 17955
9520,4361 3922 731 17955
9521,4711 4687 6175 17955
9522,5194 5194 322 17955
9523,6776 5142 5145 17955
9524,4280 4280 4238 17955
9526,9930 6404 8926 17955
9527,724 4691 5654 17955
9528,18494 18494 18494 17955
9529,17784 14174 4334 17955
9530,8500 8481 3447 17955
9531,11198 7760 1630 17955
9532,8213 8213 3582 17955
9533,6934 8565 8709 17955
9534,6793 5645 10151 17955
9535,18494 18494 18494 17955
9538,3566 3566 153 17955
9539,17835 5113 1684 17955
9541,2900 15639 11191 17955
9542,9477 9477 5448 17955
9543,13202 13202 11737 17955
9544,3566 3566 198 17955
9545,189 189 192 17955
9546,4346 4346 9050 17955
9547,10068 10068 9091 17955
9548,12187 12187 12187 17955
9549,3730 8179 6830 17955
9550,6936 2410 18037 17955
9551,2292 8481 16614 8638
9553,8516 11733 15571 17955
9554,3877 3877 3879 17955
9555,11834 4446 4004 17955
9556,18494 18494 18494 17955
9557,4778 5645 10044 17955
9558,4722 4280 5244 17955
9559,4703 4703 6013 17955
9560,8261 8261 9077 17955
9561,4280 4280 18359 17955
9562,3565 3565 12356 17955
9563,735 8565 12032 17955
9564,6931 4034 6931 5113
9565,3565 3565 8955 17955
9566,11733 735 17548 17955
9567,10142 6292 8400 17955
9568,3572 3572 2910 17955
9569,7584 7581 9479 17955
9570,3592 15309 8489 17955
9571,8508 6526 3607 17955
9572,18494 18494 18494 17955
9573,3827 8481 10168 17955
9574,4657 4657 6829 17955
9575,5895 6404 17734 17955
9576,17084 4367 16623 17955
9577,3531 3527 3536 17955
9578,13053 16740 16239 17955
9579,4214 16584 3847 17955
9580,15799 15383 15799 17955
9581,3676 14754 17089 17955
9583,11259 8179 9406 17955
9584,4703 4703 9004 17955
9585,13208 13208 2740 17955
9586,9206 9206 6931 17955
9588,18494 18494 18494 17955
9590,4018 4018 8898 17955
9592,2292 5645 2639 17955
9594,8445 4844 14525 17955
9595,2317 957 1907 17955
9596,18494 18494 18494 17955
9597,197 5113 184 17955
9598,15114 6404 15114 17955
9599,189 187 5538 17955
9600,8865 5144 8865 17955
9601,10966 8391 5840 17955
9602,4357 8259 14295 17955
9603,4640 4669 4177 17955
9604,6528 12469 2518 17955
9606,7662 7661 3939 17955
9607,192 197 9426 17955
9608,7339 3898 18334 17955
9609,569 5227 569 17955
9610,8857 8854 8858 17955
9611,18494 18494 18494 17955
9612,18494 18494 18494 17955
9613,754 5508 5834 17955
9614,5607 5607 3994 17955
9615,5737 3807 4301 17955
9616,4711 4630 5943 17955
9617,12815 4279 9162 17955
9619,15102 15102 15100 17955
9620,18494 18494 18494 17955
9621,4637 16661 5461 8638
9622,13208 13208 6160 17955
9623,4658 4658 8885 17955
9624,5133 6648 4481 17955
9625,6514 6514 8582 17955
9626,161 14865 11500 17955
9627,10570 8854 7121 17955
9628,15031 4634 9476 8638
9629,4713 8481 16131 17955
9630,4194 4123 4467 17955
9631,4658 4658 4658 17955
9632,18494 18494 18494 17955
9633,9018 11734 4481 17955
9634,4795 4792 4792 17955
9635,15706 15706 15706 17955
9636,9206 9206 9206 17955
9637,725 725 7749 17955
9638,10802 15819 4861 17955
9639,9263 8635 9264 17955
9640,7496 7496 6297 17955
9641,6216 6216 6264 17955
9642,725 10067 16146 17955
9643,17873 1760 17034 17955
9644,4657 6289 5848 17955
9645,15800 15800 10022 17955
9646,17836 8666 10529 17955
9647,18494 18494 18494 17955
9648,15119 5562 5799 17955
9649,3252 3252 3252 17955
9650,9477 9477 6205 17955
9651,18494 18494 18494 17955
9652,5297 5297 5580 17955
9653,2644 2644 2398 17955
9654,1648 6691 4485 17955
9655,4634 4634 8243 17955
9656,5624 5101 5625 17955
9657,192 192 3624 17955
9658,4280 4280 2828 17955
9660,4691 9228 8631 17955
9661,192 192 814 17955
9662,16616 16584 4353 17955
9663,4634 4279 5133 17955
9667,18494 18494 18494 17955
9668,15398 15892 15580 17955
9669,2415 3756 17956 8638
9670,739 739 2746 17955
9671,4985 4985 5681 17955
9672,4724 4634 3839 17955
9673,5280 3601 5654 17955
9674,5726 4703 4704 17955
9675,5367 5684 5086 17955
9676,18494 18494 18494 17955
9677,5112 5645 5937 17955
9678,126 5562 5773 17955
9679,189 10227 192 17955
9681,15716 5112 9050 17955
9682,4702 187 192 17955
9684,9476 9476 6533 17955
9685,17547 10232 5098 17955
9686,18494 18494 18494 17955
9687,15114 15114 15114 17955
9688,4396 5297 18184 17955
9689,17951 4033 5172 17955
9690,14353 4242 13110 17955
9691,16265 15908 16175 17955
9692,5562 5562 6533 17955
9693,4719 4719 4718 17955
9694,16532 16525 10165 17955
9695,7657 7659 14771 17955
9697,6778 6799 3747 17955
9698,4280 4280 7070 17955
9699,4769 7584 5122 17955
9700,5142 2301 5142 17955
9701,15120 3805 5735 8638
9702,3572 3572 15100 17955
9703,7496 4983 7492 17955
9704,8515 6528 4948 17955
9705,14470 14470 5132 17955
9706,4082 4034 6175 17955
9707,13837 735 7607 17955
9708,4634 4634 8405 17955
9710,4771 4771 4761 17955
9711,18070 5297 18062 17955
9713,3572 3572 6175 17955
9714,4357 4361 5417 17955
9715,6530 9461 9162 17955
9716,16099 8186 5905 17955
9717,4770 4770 2720 17955
9718,7659 8186 4547 8638
9719,5483 5482 5799 17955
9720,18494 18494 18494 17955
9721,6546 6546 5202 17955
9722,1689 3509 6338 17955
9723,7713 3845 15814 17955
9724,8523 8535 8280 17955
9725,17784 17784 2462 17955
9726,15152 12876 4817 17955
9727,10846 10846 3889 17955
9728,4985 6943 4983 17955
9729,6310 327 1642 17955
9730,4687 4687 4696 17955
9731,7883 7883 7886 17955
9732,18494 18494 18494 17955
9733,4719 15801 4718 17955
9734,4657 4657 6283 17955
9735,18494 18494 18494 17955
9736,12358 4691 12358 17955
9738,18494 18494 18494 17955
9739,4658 4658 5722 17955
9740,4976 5143 14118 17955
9742,4705 3807 1146 17955
9743,10932 3822 9786 17955
9744,3565 8668 8452 17955
9745,18494 18494 18494 17955
9746,4755 8481 4754 17955
9749,18494 18494 18494 17955
9750,8195 3450 10070 17955
9751,194 194 194 17955
9752,6216 6404 8873 17955
9753,17957 8638 17957 17955
9754,4115 16728 2054 17955
9755,15120 15120 3588 8638
9756,4724 5194 5148 17955
9757,15031 8306 7724 17955
9758,3536 3531 4789 17955
9759,8483 5113 4332 17955
9760,10142 10142 4482 17955
9761,2273 8556 11193 17955
9762,3565 3565 8382 17955
9763,18494 18494 18494 17955
9764,1944 8186 5640 8638
9765,10068 10068 11943 17955
9766,736 11733 8926 17955
9767,18494 18494 18494 17955
